entity_type,id,name,type,category,power,accuracy,pp,description,source_status,extra
move,dragonpulse,Dragon Pulse,Dragon,Special,85,100,12,The target is attacked with a shock wave generated by the user's gaping mouth.,confirmed,
move,dragonrage,Dragon Rage,Dragon,Special,,100,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,dragonrush,Dragon Rush,Dragon,Physical,100,75,12,The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch.,confirmed,
move,dragontail,Dragon Tail,Dragon,Physical,60,90,12,"The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",confirmed,
move,drainpunch,Drain Punch,Fighting,Physical,75,100,12,The user attacks with an energy-draining punch. The user's HP is restored by up to half the damage taken by the target.,confirmed,
move,drainingkiss,Draining Kiss,Fairy,Special,50,100,12,The user steals the target's HP with a kiss. The user's HP is restored by over half the damage taken by the target.,confirmed,
move,dreameater,Dream Eater,Psychic,Special,100,100,16,The user eats the dreams of a sleeping target. The user's HP is restored by up to half the damage taken by the target.,confirmed,
move,drillpeck,Drill Peck,Flying,Physical,80,100,20,A corkscrewing attack that strikes the target with a sharp beak acting as a drill.,confirmed,
move,drillrun,Drill Run,Ground,Physical,80,95,12,The user crashes into the target while rotating its body like a drill. This move has a heightened chance of landing a critical hit.,confirmed,
move,drumbeating,Drum Beating,Grass,Physical,80,100,12,"The user plays its drum, controlling the drum's roots to attack the target. This also lowers the target's Speed stat.",confirmed,
move,dualchop,Dual Chop,Dragon,Physical,40,90,16,The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.,confirmed,
move,dualwingbeat,Dual Wingbeat,Flying,Physical,40,90,12,The user slams the target with its wings to inflict damage. The target is hit twice in a row.,confirmed,
move,dynamaxcannon,Dynamax Cannon,Dragon,Special,100,100,8,The user condenses energy within its body and unleashes that energy from its core to inflict damage.,confirmed,
move,dynamicpunch,Dynamic Punch,Fighting,Physical,100,50,8,The user attacks by punching the target with full concentrated power. This also confuses the target.,confirmed,
move,earthpower,Earth Power,Ground,Special,90,100,12,The user makes the ground under the target erupt with power. This may also lower the target's Sp. Def stat.,confirmed,
move,earthquake,Earthquake,Ground,Physical,100,100,12,The user sets off an earthquake that strikes every Pokémon around it.,confirmed,
move,echoedvoice,Echoed Voice,Normal,Special,40,100,16,"The user attacks the target with an echoing voice. If this move is used consecutively by any Pokémon, its power is boosted.",confirmed,
move,eerieimpulse,Eerie Impulse,Electric,Status,,100,16,The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat.,confirmed,
move,eeriespell,Eerie Spell,Psychic,Special,80,100,8,The user attacks with its tremendous psychic power. This also drains 3 PP from the move last used by the target.,confirmed,
move,eggbomb,Egg Bomb,Normal,Physical,100,75,12,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,electricterrain,Electric Terrain,Electric,Status,,,12,"The user turns the ground into Electric Terrain for five turns, powering up Electric-type moves. Pokémon on the ground can no longer fall asleep.",confirmed,
move,electrify,Electrify,Electric,Status,,,20,"If the target is electrified before it uses a move during that turn, the target’s move becomes Electric type.",confirmed,
move,electroball,Electro Ball,Electric,Special,,100,12,"The user hurls an electric orb at the target. The faster the user is than the target, the greater the move's power.",confirmed,
move,electrodrift,Electro Drift,Electric,Special,100,100,8,"The user races forward at ultrafast speeds, piercing its target with futuristic electricity. This move's power is boosted more than usual if it's a supereffective hit.",confirmed,
move,electroshot,Electro Shot,Electric,Special,130,100,12,"The user gathers electricity on the first turn, boosting its Sp. Atk stat, then fires a high-voltage shot on the next turn. The shot will be fired immediately in rain.",confirmed,
move,electroweb,Electroweb,Electric,Special,55,95,16,The user captures opposing Pokémon in an electric net to inflict damage. This also lowers their Speed stats.,confirmed,
move,embargo,Embargo,Dark,Status,,100,16,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,ember,Ember,Fire,Special,40,100,20,The target is attacked with small flames. This may also leave the target with a burn.,confirmed,
move,encore,Encore,Normal,Status,,100,8,The user compels the target to keep using the move it encored for three turns.,confirmed,
move,endeavor,Endeavor,Normal,Physical,,100,8,The user inflicts damage by cutting down the target's HP to roughly equal the user's HP.,confirmed,
move,endure,Endure,Normal,Status,,,12,The user endures any attack with at least 1 HP. This move's chance of failing rises if used in succession.,confirmed,
move,energyball,Energy Ball,Grass,Special,90,100,12,The user draws power from nature and fires it at the target. This may also lower the target's Sp. Def stat.,confirmed,
move,entrainment,Entrainment,Normal,Status,,100,16,"The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's.",confirmed,
move,eruption,Eruption,Fire,Special,150,100,8,"The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power.",confirmed,
move,esperwing,Esper Wing,Psychic,Special,80,100,12,The user slashes the target with aura-enriched wings. This also boosts the user's Speed stat. This move has a heightened chance of landing a critical hit.,confirmed,
move,eternabeam,Eternabeam,Dragon,Special,160,90,8,This is Eternatus’s most powerful attack in its original form. The user can’t move on the next turn.,confirmed,
move,expandingforce,Expanding Force,Psychic,Special,80,100,12,"The user attacks the target with its psychic power. When the ground is Psychic Terrain, this move's power is boosted and it damages all opposing Pokémon.",confirmed,
move,explosion,Explosion,Normal,Physical,250,100,8,The user attacks everything around it by causing a tremendous explosion. The user faints upon using this move.,confirmed,
move,extrasensory,Extrasensory,Psychic,Special,80,100,20,"The user attacks with an odd, unseeable power. This may also make the target flinch.",confirmed,
move,extremeevoboost,Extreme Evoboost,Normal,Status,,,1,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,extremespeed,Extreme Speed,Normal,Physical,80,100,8,The user charges the target at blinding speed. This move always goes first.,confirmed,
move,facade,Facade,Normal,Physical,70,100,20,"This move's power is doubled if the user is poisoned, burned, or paralyzed.",confirmed,
move,fairylock,Fairy Lock,Fairy,Status,,,12,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn.",confirmed,
move,fairywind,Fairy Wind,Fairy,Special,40,100,20,The user attacks by stirring up a fairy wind to strike the target.,confirmed,
move,fakeout,Fake Out,Normal,Physical,40,100,12,This attack hits first and makes the target flinch. It works only on the first turn each time the user enters battle.,confirmed,
move,faketears,Fake Tears,Dark,Status,,100,20,The user feigns crying to fluster the target. This harshly lowers the target's Sp. Def stat.,confirmed,
move,falsesurrender,False Surrender,Dark,Physical,80,,12,"The user pretends to bow its head, but then it stabs the target with its disheveled hair. This attack never misses.",confirmed,
move,falseswipe,False Swipe,Normal,Physical,40,100,20,A restrained attack that prevents the target from fainting. The target is left with at least 1 HP.,confirmed,
move,featherdance,Feather Dance,Flying,Status,,100,16,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,confirmed,
move,feint,Feint,Normal,Physical,30,100,12,This attack can hit a target using a move such as Protect or Detect. This also lifts the effects of those moves.,confirmed,
move,feintattack,Feint Attack,Dark,Physical,60,,20,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",confirmed,
move,fellstinger,Fell Stinger,Bug,Physical,50,100,20,"When the user knocks out a target with this move, the user's Attack stat is boosted drastically.",confirmed,
move,ficklebeam,Fickle Beam,Dragon,Special,80,100,8,"The user shoots a beam of light to inflict damage. Sometimes all the user's heads shoot beams in unison, doubling the move's power.",confirmed,
move,fierydance,Fiery Dance,Fire,Special,80,100,12,"Cloaked in flames, the user attacks the target by dancing and flapping its wings. This may also boost the user's Sp. Atk stat.",confirmed,
move,fierywrath,Fiery Wrath,Dark,Special,90,100,12,The user transforms its wrath into a fire-like aura to attack. This may also make opposing Pokémon flinch.,confirmed,
move,filletaway,Fillet Away,Normal,Status,,,12,"The user sharply boosts its Attack, Sp. Atk, and Speed stats by using its own HP.",confirmed,
move,finalgambit,Final Gambit,Fighting,Special,,100,8,The user risks everything to attack the target. The user faints but inflicts damage equal to its own HP.,confirmed,
move,fireblast,Fire Blast,Fire,Special,110,85,8,The target is attacked with an intense blast of all-consuming fire. This may also leave the target with a burn.,confirmed,
move,firefang,Fire Fang,Fire,Physical,65,95,16,The user bites with flame-cloaked fangs. This may also make the target flinch or leave it with a burn.,confirmed,
